taxon_name,genome_size,plant_height,plant_tolerance_soil_salinity,resprouting_capacity_proportion_individuals,reproductive_maturity,seed_viability,fire_time_from_fire_to_peak_flowering,fire_time_from_fire_to_50_percent_flowering,seed_germination_time,fire_time_from_fire_to_fruiting,seedbank_longevity,ploidy,bud_bank_location,clonal_spread_mechanism,dispersal_appendage,dispersal_syndrome,dispersers,flower_colour,flowering_time,fruiting_time,leaf_phenology,life_form,life_history,nitrogen_fixing,plant_growth_form,plant_photosynthetic_organ,pollination_syndrome,pollination_system,post_fire_recruitment,resprouting_capacity,root_structure,seedbank_location,seedbank_longevity_class,serotiny,sex_type,vegetative_reproduction_ability,woodiness_detailed,leaf_type,parasitic,plant_physical_defence_structures,plant_tolerance_inundation,plant_tolerance_salt,plant_tolerance_snow,plant_tolerance_water_logged_soils,seed_dormancy_class,stem_growth_habit,woodiness,plant_growth_substrate,plant_type_by_resource_use,resprouting_capacity_non_fire_disturbance,storage_organ,plant_succulence,plant_flood_regime_classification,flowering_cues,competitive_stratum,post_fire_flowering,recruitment_time,plant_tolerance_calcicole
Entolasia stricta,,0.72,,,,,,,,,,,rhizome (2),belowground_clonal (1),none (1),anemochory (1); barochory (1); epizoochory (2),mammals (2),white_cream (1),nnnnnnnnnnnn (1); yyynnnnnnyyy (1); yyynnnnnyyyy (2); yyyyyyyyyyyy (2),,,hemicryptophyte (1),perennial (4),non_nitrogen_fixer (2),graminoid (6); graminoid_not_tussock (2); herb (3); tussock (1),leaf (2),abiotic (2); wind (1),,post_fire_recruitment (1),resprouts (6),non_mycorrhizal (1),soil_seedbank (1),persistent (3),,hermaphrodite (2),vegetative (3),herbaceous (3),,not_parasitic (2),absent (2),,salinity_tolerance_undefined (2),not_applicable (2),1-6_months (2); greater_than_6_months (2); less_than_1_month (2),,rhizomatous (2),,,,resprouts_non_fire_disturbance (2),rhizome (2),,,,,,,
Eragrostis brownii,,0.48,,1,,,,,,,,,basal_buds (1); bud-bearing_root (1); root_crown (1),non_clonal (1),none (1),anemochory (2); barochory (4); epizoochory (1); undefined (1),mammals (1); passive (1); wind (2),,yynnnnnnnnny (7); yyyyynnnnnyy (1); yyyyyyyyyyyy (1),,,hemicryptophyte (4),perennial (13); short_lived_perennial (1),non_nitrogen_fixer (5),graminoid (10); herb (8); tussock (6),leaf (5),abiotic (3); self (1); wind (2),abiotic (1),post_fire_recruitment (2),partial_resprouting (15); resprouts (8),arbuscular_mycorrhizal (2); non_mycorrhizal (1),,long_persistent (1); transient (3),,hermaphrodite (3); monoecious (1),not_vegetative (5),herbaceous (7),,not_parasitic (3),absent (3),less_than_1_month (3),halophyte_moderate (1); salinity_tolerance_undefined (2),days (3),1-6_months (3); less_than_1_month (3),,caespitose (1); decumbent (1); erect (1); tufted (1),herbaceous (1),,,,no_storage_organ (1),,,rain (1),,,,
Eragrostis curvula,,0.92,,,,,,,,,,,root_crown (1),,none (1),barochory (2),,,yynnnnnnnnny (1); yyyyynnnnnny (1); yyyyyyyyyyyy (1),yynnnnnnnnny (1),,hemicryptophyte (1),perennial (10),non_nitrogen_fixer (1),graminoid (9); herb (4); tussock (4),leaf (5),wind (1),,,fire_killed (1); resprouts (4),arbuscular_mycorrhizal (2); non_mycorrhizal (1),soil_seedbank (1),,,hermaphrodite (2),not_vegetative (1); vegetative (1),herbaceous (8),,not_parasitic (1),absent (1),,,,,,caespitose (3); decumbent (1); dense (1); erect (2),,,,,,,,,,,,
Eragrostis mexicana,,0.85,,,,,,,,,,,,,none (1),barochory (1),,,yynnnnnnnnny (1),,,therophyte (1),annual (6),,graminoid (5); herb (5); tussock (2),leaf (4),wind (1),,,,non_mycorrhizal (1),,,,hermaphrodite (2),not_vegetative (1),herbaceous (6),,,,,,,,,decumbent (2); erect (2),,,,,,,,,,,,
Eremophila debilis,,2,,,,,,,,,,,basal_stem_buds (2); bud-bearing_root (1),,,endozoochory (2),birds (2),blue_purple (1); green (1); white_cream (2),nnnnnnnnnnyn (1); nnnnyyynnnnn (2); nynnnnnnnnnn (1); yynnnnnnyyyy (2),,,,perennial (3),non_nitrogen_fixer (2),shrub (9),leaf (2),insect (2),,post_fire_recruitment_absent (3),fire_killed (1); resprouts (5),,,persistent (2),,hermaphrodite (1),not_vegetative (2),woody (3),,not_parasitic (2),absent (2),not_applicable (2),salinity_tolerance_undefined (2),not_applicable (2),not_applicable (2),,prostrate (4); spreading (1),,,,resprouts_non_fire_disturbance (2),,,,,,,,
Erigeron bonariensis,,0.96,,,1,,,,,,,,basal_stem_buds (2),,,anemochory (1),,,nnnnnnnnnnnn (1); yyyyynnnyyyy (1); yyyyyyyyyyyy (3),yyyyynnnnnny (1),,,annual (10),non_nitrogen_fixer (1),herb (9),leaf (4),,,post_fire_recruitment (1),fire_killed (6); resprouts (3),arbuscular_mycorrhizal (2); non_mycorrhizal (1),none (2); soil_seedbank (1),widely_dispersed (1),,gynomonoecious (1),not_vegetative (2),herbaceous (7),,not_parasitic (1),absent (1),,,,,,erect (3); rosette (1),,,,,,,terrestrial_damp (1),,,,,
Erigeron sumatrensis,,2,,,,,,,,,,,,,,anemochory (1),birds (1); wind (1),green (1); red_brown (1); white_cream (1),nnnnnnnynnny (1); yyyyynnyyyyy (1); yyyyyyyyyyyy (1),yynnnnnnyyyy (1); yyyyynnnnnny (1),,therophyte (1),annual (10),non_nitrogen_fixer (1),herb (11); shrub (1),leaf (4),,,post_fire_recruitment (1),fire_killed (5),arbuscular_mycorrhizal (2),soil_seedbank (1),,,gynomonoecious (1),not_vegetative (2),herbaceous (7),,not_parasitic (1),absent (1),,,,,,erect (3),,,,,,,terrestrial_damp (1),,,,,
Eriobotrya japonica,,7.25,,,,,,,,,,,,,,,,white_cream (1); yellow_orange (1),nnyyynnnnnnn (1),,,,perennial (4),,tree (4),leaf (2),,,,resprouts (1),,,,,,,woody (4),,,,,,,,,,,,,,,,,,,,,
Erythrina crista-galli,,7,,,,,,,,,,,,,,,,,nnnnnnnnnynn (1); nnnynnnnnnnn (1); ynnnnnnnnyyy (1),,,,perennial (3),,shrub (3); tree (3),leaf (2),,,,resprouts (2),,,,,,,woody (3),,,,,,,,,,,,,,,,,,,,,
Eucalyptus amplifolia,,30,,,,,,,,,,,epicormic_buds (1),,,barochory (1),,white_cream (2),ynnnnnnnnnyy (1); ynnnnynnnnyy (1),nnyyyyyyyyyn (1),evergreen (2),,perennial (3),non_nitrogen_fixer (1),tree (5),leaf (2),insect (1),,,resprouts (1),,,transient (1),,hermaphrodite (1),not_vegetative (2),woody (3),broadleaf (1),not_parasitic (1),absent (1),less_than_1_month (1),salinity_tolerance_undefined (1),days (1),less_than_1_month (1),non_dormant (1),,,,,,,,,,,,,
Eucalyptus baueriana,1.23,20,,,,,,,,,,,basal_stem_buds (1); epicormic_buds (2),,,anemochory (1); barochory (2),wind (1),white_cream (2),nnnnnnnnnnyy (2); ynnnynnyynyy (1),,evergreen (1),,perennial (4),non_nitrogen_fixer (2),tree (9),leaf (3),insect (2),,,resprouts (3),,canopy_seedbank (1),transient (2),,hermaphrodite (1),not_vegetative (3),woody (4),,not_parasitic (2),absent (2),not_applicable (2),glycophyte (2),not_applicable (2),not_applicable (2),,,woody (1),,,,lignotuber (1),,,,,,,
Eucalyptus crebra,1.51,33,,,,0.66,,,,,,,basal_stem_buds (2); epicormic_buds (5),,,anemochory (1); barochory (3),wind (1),white_cream (2),nnnnyyyynnnn (1); nnnyyyyyyyyn (3); nynyyyyyyyyn (1),yyyyyynnnnnn (1),evergreen (4),,perennial (4),non_nitrogen_fixer (4),tree (13),leaf (3),insect (3),,post_fire_recruitment (2),resprouts (5),,canopy_seedbank (1),transient (4),,hermaphrodite (2),not_vegetative (3),woody (4),broadleaf (1),not_parasitic (3),absent (3),not_applicable (3),glycophyte (3),not_applicable (3),not_applicable (3),non_dormant (1),,,,,,lignotuber (2),,,,,,,
Eucalyptus eugenioides,1.14,30,,,,,,,,,,,basal_stem_buds (2); epicormic_buds (3),,,anemochory (1); barochory (1),wind (1),white_cream (2),nnnnnnnnynnn (1); nnnnnnnnyyyy (1); nnnnnyyyynnn (1); ynnnnyyyyyyy (1),,evergreen (1),,perennial (4),non_nitrogen_fixer (1),tree (7),leaf (3),insect (1),,post_fire_recruitment (2),resprouts (3),,canopy_seedbank (1),transient (2),,hermaphrodite (1),not_vegetative (2),woody (4),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),not_applicable (1),not_applicable (1),non_dormant (1),,,,,,lignotuber (2),,,,,,,
Eucalyptus fibrosa,1.28,35,,,,,,,,,,,basal_stem_buds (1); epicormic_buds (2),,,anemochory (1); barochory (1),wind (1),white_cream (2),yynnnnnnnnny (1); yyyyyyynyyyy (1),,evergreen (1),,perennial (3),non_nitrogen_fixer (1),tree (6),leaf (2),insect (1),,post_fire_recruitment (1),resprouts (3),,canopy_seedbank (1),transient (2),,hermaphrodite (1),not_vegetative (1),woody (3),broadleaf (1),not_parasitic (1),absent (1),not_applicable (1),,not_applicable (1),not_applicable (1),non_dormant (1),,,,,,lignotuber (1),,,,,,,
Eucalyptus grandis,1.25,64,,,,,,,,,,,basal_stem_buds (2); epicormic_buds (2),,,anemochory (2),,white_cream (2),nnnyyyyynnnn (1); nyyyyyyynnnn (1),yyyyyynnnnnn (1),evergreen (3),,perennial (3),non_nitrogen_fixer (1),tree (9),leaf (2),,,post_fire_recruitment (2),partial_resprouting (1); resprouts (2),,canopy_seedbank (1),,,hermaphrodite (2),,woody (3),broadleaf (1),,,,,,,non_dormant (1),,,,,,,,,,,,,
Eucalyptus longifolia,1.16,35,,,,,,,,,,,basal_stem_buds (2); epicormic_buds (2),,,anemochory (1); barochory (1),wind (1),white_cream (2),nnnnnnnnnyyn (1); nnyyyynnnyyn (1),,evergreen (1),,perennial (4),non_nitrogen_fixer (1),tree (8),leaf (3),insect (1),,,resprouts (3),,canopy_seedbank (1),transient (1),,hermaphrodite (1),not_vegetative (1),woody (4),,not_parasitic (1),absent (2),less_than_1_month (1),salinity_tolerance_undefined (1),not_applicable (1),less_than_1_month (1),non_dormant (1),,,,,,lignotuber (2),,,,,,,
Eucalyptus microcorys,1,42.7,,,,,,,,,,,basal_stem_buds (1); epicormic_buds (4),,none (1),anemochory (2); barochory (1),passive (1); wind (1),white_cream (2),nnnnnnnnnynn (1); ynnnnnnyyyyn (1),,evergreen (2),,perennial (5),non_nitrogen_fixer (1),tree (9),leaf (2),bird (1); insect (1); mammal (1),,post_fire_recruitment (1),resprouts (4),arbuscular_mycorrhizal (1); ectomycorrhizal (1),canopy_seedbank (2),transient (1),,hermaphrodite (1),,woody (4),,,,,,,,non_dormant (1),,,,,,lignotuber (1),,,,,,,
Eucalyptus moluccana,1.33,28.33,,,,,,,,,,,basal_buds (1); basal_stem_buds (1); epicormic_buds (3),,,anemochory (1); barochory (1),wind (1),white_cream (2),nyyyynnnnnnn (1); yyynnnnnnnnn (1); yyyyyynynyyy (1),,evergreen (1),,perennial (3),non_nitrogen_fixer (1),tree (8),leaf (2),insect (1),,post_fire_recruitment (1),resprouts (3),,canopy_seedbank (1),transient (2),,hermaphrodite (1),not_vegetative (1),woody (3),broadleaf (1),not_parasitic (1),absent (1),,glycophyte (1),not_applicable (1),,non_dormant (1),,,,,,lignotuber (1),,,,,,,
Eucalyptus paniculata,1.26,28.33,,,,,,,,,,,basal_buds (1); basal_stem_buds (3); epicormic_buds (7),,,anemochory (3); barochory (3),wind (3),white_cream (4),nnnnnyyynnnn (1); nnnnyyyynnnn (1); ynnnyyyyyyyy (2); ynynyyyyyyyy (2),yyynnnnnnyyy (1),evergreen (2),,perennial (9),non_nitrogen_fixer (2),tree (20),leaf (8),insect (2),,post_fire_recruitment (2),resprouts (12),,canopy_seedbank (4),transient (3),,hermaphrodite (1),not_vegetative (2),woody (9),,not_parasitic (2),absent (2),not_applicable (2),glycophyte (2),not_applicable (2),not_applicable (2),,,,,,,lignotuber (4),,,,,,,
Eucalyptus parramattensis,,16.5,,,,,,,,,,,,,,,,white_cream (2),nnnnnnnnnnyy (1),,evergreen (1),,perennial (3),,tree (3),leaf (2),,,,resprouts (1),,,,,hermaphrodite (1),,woody (3),,,,,,,,non_dormant (1),,,,,,,,,,,,,
Eucalyptus punctata,1.24,29.17,,,,,,,,,,,basal_stem_buds (2); epicormic_buds (3),,,anemochory (1),wind (1),white_cream (3),yyynnnnnnnny (1); yyynynnnnnny (1),,evergreen (2),,perennial (5),,tree (8),leaf (4),,,post_fire_recruitment (1); post_fire_recruitment_absent (1),resprouts (4),,canopy_seedbank (1),,,hermaphrodite (1),not_vegetative (1),woody (5),,,,,,,,non_dormant (1),,,,,,lignotuber (2),,,,,,,
Eucalyptus saligna,1.23,49.17,,,,,,,,,,,basal_stem_buds (1); epicormic_buds (4),,,anemochory (3); barochory (1),wind (1),white_cream (2),yyyynnnnnnnn (2),,evergreen (2),,perennial (4),non_nitrogen_fixer (1),tree (11),leaf (3),,,post_fire_recruitment (1),resprouts (4),,canopy_seedbank (1),,,hermaphrodite (1),not_vegetative (1),woody (4),broadleaf (1),,,,,,,,,,,,,lignotuber (1),,,,,,,
Eucalyptus sideroxylon,1.27,27,,,,,,,,,,,basal_stem_buds (2); epicormic_buds (2),,,anemochory (2),wind (1),red_brown (1); white_cream (2),nnnyyyyyyynn (1); yynyyyyyyyyy (1),,deciduous (1); evergreen (1),,perennial (3),,tree (8),leaf (2),,,post_fire_recruitment (1),resprouts (3),,canopy_seedbank (1),,,hermaphrodite (1),,woody (3),,,,,,,,,,woody (1),,,,lignotuber (2),,,,,,,
Eucalyptus tereticornis,,44,,,,,,,,,,,basal_stem_buds (1); epicormic_buds (3),,,anemochory (1),wind (1),white_cream (2),nnnnnnnnnynn (1); nnnyyyyyyynn (1); yynyyyyyyyyy (1),nnnnnnnnyyyy (1); nnnnnyyyyyyn (1),evergreen (2),,perennial (3),,tree (8),leaf (2),,,post_fire_recruitment (1),resprouts (3),,canopy_seedbank (1),,,hermaphrodite (2),not_vegetative (1),woody (3),broadleaf (1),,,,,,,non_dormant (1),,woody (1),,,,,,,,,,,
Euchiton involucratus,,0.29,,,,,,,,,,,,stolon (1),none (1),anemochory (10),wind (8),blue_purple (1); green (1); red_brown (1),nnnnnnnnnnnn (1); yyyyyyyyyyyy (5),,,hemicryptophyte (2); therophyte (1),annual (2); biennial (2); perennial (5),non_nitrogen_fixer (5),herb (11),leaf (3),insect (5),biotic_unspecialised (1),post_fire_recruitment (2),fire_killed (6),arbuscular_mycorrhizal (2),soil_seedbank (1),persistent (4); widely_dispersed (1),,gynomonoecious (1); hermaphrodite (1); monoecious (1),not_vegetative (4); vegetative (1),herbaceous (4),,not_parasitic (4),absent (4),,glycophyte (4),days (4); weeks (4),1-6_months (4); greater_than_6_months (4); less_than_1_month (4),,decumbent (1); rosette (2); stoloniferous (3),herbaceous (1),,,,,,,,,,,
Euchiton sphaericus,,0.38,,,0.5,,,,,,,,,non_clonal (1),,anemochory (8),wind (6),blue_purple (1); green (1),nnnnnnnnnnnn (1); nnnnnnyyyyyy (4); ynnnnnnnyyyy (1); ynnnnnnyyyyy (1); yyyyyyyyyyyy (1),,,therophyte (2),annual (11); biennial (3); perennial (1),non_nitrogen_fixer (6),herb (14),leaf (4),insect (5),biotic_unspecialised (1),post_fire_recruitment (1); post_fire_recruitment_absent (1),fire_killed (10),arbuscular_mycorrhizal (3),soil_seedbank (2),persistent (4); widely_dispersed (1),,gynomonoecious (1),not_vegetative (6),herbaceous (6),,not_parasitic (5),absent (5),less_than_1_month (4),glycophyte (1); halophyte_moderate (1); salt_spray_tolerant (2),days (4),1-6_months (4); less_than_1_month (4),,decumbent (1); erect (4); prostrate (1),,,,,,,terrestrial_dry (1),,,,,
Euphorbia peplus,,0.29,,,,,,,,,,,,,,myrmecochory (1),,,nnnnnnnnnnnn (1),,,therophyte (1),annual (9),,herb (9),leaf (4),,,post_fire_recruitment (1),fire_killed (4),,,long_persistent (1),,monoecious (1),not_vegetative (1),herbaceous (7),,,,,,,,,decumbent (3); erect (5); prostrate (1),,,,,,,,,,,,
Euryops chrysanthemoides,,1.25,,,,,,,,,,,,,,,,yellow_orange (1),nnnnnnnnynnn (1); nnnnnynnnnnn (1); nnnnynnnnnnn (1); nnnynnnnnnnn (1); ynnnnnnnnnnn (1),,,,perennial (4),,shrub (4),leaf (3),,,,,,,,,,,woody (4),,,,,,,,,prostrate (1),,,,,,,,,,,,
Exocarpos cupressiformis,,8.5,,,,,,,,,,,basal_buds (1); basal_stem_buds (4); bud-bearing_root (2); epicormic_buds (2); none (1),non_clonal (1); root_buds (1),none (1),endozoochory (6); zoochory (2),birds (2); vertebrates (1),yellow_orange (1),yynnnnnnnyyy (1); yyyyynnnnnny (1); yyyyynnnnyyy (2),nnnnnnnnnnyn (1); ynynnnnnnyyn (1); yynnnnnnnyyy (1),evergreen (2),phanerophyte (3),perennial (9),non_nitrogen_fixer (4),shrub (7); tree (11),cladode (4),insect (2),abiotic (1),post_fire_recruitment (2); post_fire_recruitment_absent (2),fire_killed (2); resprouts (9),hemiparasitic_root (2),,long_persistent (1); transient (1),not_serotinous (1),hermaphrodite (2); monoecious (1),not_vegetative (2); vegetative (2),woody (5),scale (2),hemiparasitic (1); parasitic (2),absent (1),less_than_1_month (1),salt_spray_tolerant (1),days (1),less_than_1_month (1),morphophysiological_dormancy (1),dense (1),woody (2),,,resprouts_non_fire_disturbance (1),lignotuber (1),,,,,,,
Facelis retusa,,0.17,,,,,,,,,,,,,,,,blue_purple (1); white_cream (1),yynnnnnnyyyy (1),,,,annual (2),,herb (2),leaf (1),,,,,,,,,,,herbaceous (2),,,,,,,,,,,,,,,,,,,,,
Ficus macrophylla,,50,,,,,,,,,,,,,,endozoochory (3),birds (2),blue_purple (1); yellow_orange (1),yyyyyyyyyyyy (1),nyyyynnnnnnn (1),evergreen (3),,perennial (3),non_nitrogen_fixer (1),tree (7),leaf (2),insect (1),,,resprouts (1),,,transient (1),not_serotinous (1),,not_vegetative (1),woody (3),,not_parasitic (1),absent (1),not_applicable (1),salt_spray_tolerant (1),not_applicable (1),not_applicable (1),non_dormant (1),spreading (2),,epiphyte (1),,resprouts_non_fire_disturbance (1),,,,,,,,
Foeniculum vulgare,,1.88,,,,,,,,,,,basal_buds (2),,,,,yellow_orange (1),nnnnnnnnyyyy (1); ynnnnnnnnnnn (1),yyyyynnnnnny (1),,,annual (2); biennial (3); perennial (3); short_lived_perennial (2),,herb (6),leaf (3),,,,resprouts (4),,,,,,not_vegetative (1),herbaceous (5),broadleaf (1),,,,,,,,dense (1); erect (3),,,,,,,,,,,,
Freesia leichtlinii,,0.25,,,,,,,,,,,,,,,,,,,,,perennial (1),,herb (3),leaf (2),,,,,,,,,,,herbaceous (3),,,,,,,,,,,,,,corm (2),,,,,,,
Galinsoga parviflora,,0.42,,,,,,,,,,,,,,,,white_cream (1); yellow_orange (1),nnnnnnnnnynn (1); nnnnyyynnnnn (1); ynnnnnnnyyyy (1); yynnnnnnnnny (1),,,,annual (6),,herb (7),leaf (4),,,,fire_killed (2),,,,,,,herbaceous (6),,,,,,,,,erect (2),,,,,,,,,,,,
Galium aparine,,0.22,,,,,,,,,,,,,,epizoochory (1); zoochory (1),,white_cream (1),nnnnnnnnyynn (1); ynnnnnnyyyyy (1),,,therophyte (1),annual (7),,herb (7),leaf (3),insect (1),,post_fire_recruitment (1),fire_killed (1),,,long_persistent (1),,hermaphrodite (1),not_vegetative (1),herbaceous (6),,,,,,,,,climbing (2); erect (1); prostrate (1),,,,,,,terrestrial_dry (1),,,,,
Galium gaudichaudii,,0.3,,,,,,,,,,,,non_clonal (1),,barochory (1); endozoochory (2); epizoochory (2),mammals (2),blue_purple (1); white_cream (1),nnnnnnnnyyyn (1); nnnnnnnnyyyy (2); nnnnnnnyyyyn (1),,,hemicryptophyte (1),perennial (4),non_nitrogen_fixer (3),herb (8),leaf (3),insect (3),biotic_unspecialised (1),,fire_killed (1); partial_resprouting (1); resprouts (2),arbuscular_mycorrhizal (1),,persistent (2),,hermaphrodite (2); monoecious (1),not_vegetative (2),herbaceous (4); woody_base (1),,not_parasitic (2),absent (2),not_applicable (2),salinity_tolerance_undefined (2),days (2); weeks (2),not_applicable (2),,caespitose (1); decumbent (1); erect (1); prostrate (2),herbaceous (1),,,resprouts_non_fire_disturbance (2),,,,,,,,
Geranium homeanum,,0.7,,,,,,,,,,,basal_buds (1),non_clonal (1),,barochory (1); epizoochory (2),mammals (1),blue_purple (1); pink (1); white_cream (1),yynnnnnnnnny (3),,,phanerophyte (1),annual (2); perennial (3),non_nitrogen_fixer (2),climber (1); herb (6),leaf (2),insect (1),biotic_unspecialised (1),,partial_resprouting (1); resprouts (2),arbuscular_mycorrhizal (1),,persistent (1),,hermaphrodite (1),vegetative (1),herbaceous (3),,not_parasitic (1),absent (1),less_than_1_month (1),salinity_tolerance_undefined (1),days (1),1-6_months (1); less_than_1_month (1),,decumbent (1); prostrate (1),,,,resprouts_non_fire_disturbance (1),,,,,,,,
Gloriosa superba,,4,,,,,,,,,,,,,,,,yellow_orange (1),yyyyynnnnyyy (1),,,,perennial (3),,climber_herbaceous (1); herb (2),leaf (2),,,,,,,,,,,herbaceous (3),,,,,,,,,climbing (1),,,,,rhizome (2),,,,,,,
Glossocardia bidens,,0.36,,,,0.24,,,,,,,,,,anemochory (1); epizoochory (3),mammals (3); wind (1),yellow_orange (2),nnnnnnnnnnyn (1); nnynnnnnnnnn (1); yyyyynnnnnny (1),,,,perennial (7),non_nitrogen_fixer (3),herb (11),leaf (5),insect (4),,,fire_killed (3),,,persistent (3),,gynomonoecious (1),not_vegetative (3),herbaceous (7); woody_base (1); woody_root (1),,not_parasitic (3),absent (3),not_applicable (3),salinity_tolerance_undefined (3),not_applicable (3),not_applicable (3),,erect (1),,,,,caudex (1),,,,,,,
Glycine clandestina,,1.5,,,,,,,16,,,,basal_buds (2); basal_stem_buds (2),non_clonal (2),aril (1); elaiosome (1); none (1),barochory (6); myrmecochory (1); zoochory (3),ants (1); invertebrates (3); passive (1),blue_purple (1); pink (1); white_cream (1),nnnnnnnnnyyn (1); nnnnnnnnynnn (1); nnnnnnnnyyyn (1); yynnnnnyyyyy (1); yyyyyyyyyyyy (3),,,phanerophyte (2),perennial (8),nitrogen_fixer (3); non_nitrogen_fixer (2),climber (8); climber_herbaceous (3); herb (4),leaf (4),insect (4),biotic_unspecialised (1),post_fire_recruitment (2); post_fire_recruitment_absent (1),fire_killed (2); resprouts (9),arbuscular_mycorrhizal (1),soil_seedbank (1),long_persistent (1); persistent (4),not_serotinous (1),hermaphrodite (2); monoecious (1),not_vegetative (4),herbaceous (5),,not_parasitic (3),absent (3),not_applicable (3),glycophyte (3),days (3); weeks (2),not_applicable (3),,climbing (1),herbaceous (2),,,resprouts_non_fire_disturbance (3),no_storage_organ (1),,,,,,,
Glycine tabacina,,,,,,,,,9,,,,basal_buds (2); basal_stem_buds (1); none (1),stolon (1),aril (1),barochory (3); myrmecochory (2); zoochory (3),ants (1); invertebrates (3); passive (1),blue_purple (1),nnnnnnnnnynn (1); nnnnynnnnnnn (1); yynnnnnnyyyy (3); yyyyynnnyyyy (2),yyyyyyyynnny (1),,chamaephyte (1); hemicryptophyte (1),perennial (5),nitrogen_fixer (4),climber (5); climber_herbaceous (1); herb (5),leaf (3),insect (4),biotic_unspecialised (1),post_fire_recruitment (2); post_fire_recruitment_absent (1),fire_killed (1); resprouts (8),,soil_seedbank (2),persistent (4),,hermaphrodite (1),vegetative (4),herbaceous (4),,not_parasitic (3),absent (3),not_applicable (3),glycophyte (3),days (3),not_applicable (3),,climbing (3); stoloniferous (1),,,,resprouts_non_fire_disturbance (3),,,,,,,,
Gomphrena celosioides,,0.31,,,,,,,,,,,,,,,,white_cream (1),nnnnnnnnnnyn (1); nnnnnnnnnynn (1); nnnynnnnnnnn (1); yyyyynnnnnnn (1),,,,annual (4); perennial (3),,herb (4),leaf (3),,,,,,,,,hermaphrodite (1),,herbaceous (4),broadleaf (1),,,,,,,,decumbent (2); prostrate (2); sprawling (1),,,,,,,,,,,,
Goodenia hederacea,,0.55,,,,,,,,,,,basal_buds (1),,none (1),zoochory (2),invertebrates (1),red_brown (1); yellow_orange (1),yynnnnnnyyyy (1); yynnnnnyyyny (1),,,chamaephyte (1),perennial (4),non_nitrogen_fixer (2),herb (8),leaf (3),insect (1),,post_fire_recruitment (1); post_fire_recruitment_absent (2),resprouts (7),,,persistent (1),,hermaphrodite (1),vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),days (1); months (1); weeks (1),not_applicable (1),,decumbent (3); prostrate (3),,,,resprouts_non_fire_disturbance (1),,,,,,,,
Grevillea robusta,,28.4,,,,,,,27,,,,,,wing_or_plume (1),anemochory (2),birds (1); wind (1),yellow_orange (1),nnnnnnnnnynn (2); nnnnnnnnyyyn (3),ynnnnnnnnnnn (1),deciduous (3); evergreen (1),,perennial (5),non_nitrogen_fixer (1),tree (8),leaf (3),,,,,,,,,hermaphrodite (1),,woody (4),broadleaf (1),,,,,,,physiological_dormancy (1),,woody (1),,,,,,,,,,,
